Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
288,base_setup,diff,271.7e-6,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
289,base_setup,diff,19.35e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
290,base_setup,diff,16.96e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
291,base_setup,diff,-33.31e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
292,base_setup,diff,-82.16e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
293,base_setup,diff,56.66e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
294,base_setup,diff,97.69e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
295,base_setup,diff,4.4e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
296,base_setup,diff,-1.385e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
297,base_setup,diff,176.6e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
298,base_setup,diff,203.4e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
299,base_setup,diff,-29.12e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
300,base_setup,diff,-77.23e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
301,base_setup,diff,213.1e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
302,base_setup,diff,283.6e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
303,base_setup,diff,8.642e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
304,base_setup,diff,3.812e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
305,base_setup,diff,-171.6e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
306,base_setup,diff,-130.9e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
307,base_setup,diff,-223.6e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
308,base_setup,diff,-229e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
309,base_setup,diff,51.92e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
310,base_setup,diff,94.02e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
311,base_setup,diff,-682.3e-6,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
312,base_setup,diff,-5.272e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
313,base_setup,diff,23.19e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
314,base_setup,diff,21.2e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
315,base_setup,diff,-220.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
316,base_setup,diff,-225e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
317,base_setup,diff,209.4e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
318,base_setup,diff,280.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
319,base_setup,diff,3.704e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
320,base_setup,diff,-114.8e-6,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
321,base_setup,diff,18.63e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
322,base_setup,diff,17.61e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
323,base_setup,diff,-33.83e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
324,base_setup,diff,-81.58e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
325,base_setup,diff,56.64e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
326,base_setup,diff,97.82e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
327,base_setup,diff,4.835e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
328,base_setup,diff,-1.43e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
329,base_setup,diff,182.7e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
330,base_setup,diff,216.7e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
331,base_setup,diff,-29.38e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
332,base_setup,diff,-76.44e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
333,base_setup,diff,220.5e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
334,base_setup,diff,296.9e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
335,base_setup,diff,8.795e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
336,base_setup,diff,4.197e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
337,base_setup,diff,-185.2e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
338,base_setup,diff,-121.1e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
339,base_setup,diff,-237.4e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
340,base_setup,diff,-220e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
341,base_setup,diff,51.16e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
342,base_setup,diff,94.22e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
343,base_setup,diff,-1.358e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
344,base_setup,diff,-5.112e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
345,base_setup,diff,-21.21e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
346,base_setup,diff,77.71e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
347,base_setup,diff,-233.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
348,base_setup,diff,-215.2e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
349,base_setup,diff,215.3e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
350,base_setup,diff,293.4e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
351,base_setup,diff,3.139e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
352,base_setup,diff,233.5e-6,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
353,base_setup,diff,18.6e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
354,base_setup,diff,17.13e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
355,base_setup,diff,-33.83e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
356,base_setup,diff,-81.76e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
357,base_setup,diff,56.61e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
358,base_setup,diff,97.56e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
359,base_setup,diff,4.392e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
360,base_setup,diff,-1.373e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
361,base_setup,diff,174.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
362,base_setup,diff,202.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
363,base_setup,diff,-29.58e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
364,base_setup,diff,-76.85e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
365,base_setup,diff,212.2e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
366,base_setup,diff,283e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
367,base_setup,diff,8.692e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
368,base_setup,diff,3.809e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
369,base_setup,diff,-185.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
370,base_setup,diff,-122.2e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
371,base_setup,diff,-237.9e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
372,base_setup,diff,-220.7e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
373,base_setup,diff,51.03e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
374,base_setup,diff,93.89e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
375,base_setup,diff,-1.316e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
376,base_setup,diff,-5.102e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
377,base_setup,diff,-29.97e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
378,base_setup,diff,62.81e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
379,base_setup,diff,-234.5e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
380,base_setup,diff,-216e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
381,base_setup,diff,207.5e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
382,base_setup,diff,279.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
383,base_setup,diff,2.952e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
384,base_setup,diff,-124.2e-6,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
385,base_setup,diff,19.38e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
386,base_setup,diff,17.84e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
387,base_setup,diff,-33.36e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
388,base_setup,diff,-81.82e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
389,base_setup,diff,56.98e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
390,base_setup,diff,98.3e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
391,base_setup,diff,4.303e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
392,base_setup,diff,-1.37e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
393,base_setup,diff,195.1e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
394,base_setup,diff,230.7e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
395,base_setup,diff,-28.58e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
396,base_setup,diff,-76.03e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
397,base_setup,diff,232.5e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
398,base_setup,diff,311.1e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
399,base_setup,diff,9.217e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
400,base_setup,diff,4.006e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
401,base_setup,diff,-169.8e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
402,base_setup,diff,-128.3e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
403,base_setup,diff,-222.4e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
404,base_setup,diff,-227.7e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
405,base_setup,diff,51.9e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
406,base_setup,diff,94.48e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
407,base_setup,diff,-926.8e-6,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
408,base_setup,diff,-5.297e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
409,base_setup,diff,5.919e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
410,base_setup,diff,84.29e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
411,base_setup,diff,-217.6e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
412,base_setup,diff,-222.4e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
413,base_setup,diff,227.7e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
414,base_setup,diff,307.2e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
415,base_setup,diff,4.098e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
416,base_setup,diff,655.1e-6,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
417,base_setup,diff,19.31e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
418,base_setup,diff,17.39e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
419,base_setup,diff,-33.36e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
420,base_setup,diff,-81.99e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
421,base_setup,diff,56.95e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
422,base_setup,diff,98.04e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
423,base_setup,diff,4.344e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
424,base_setup,diff,-1.364e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
425,base_setup,diff,187.2e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
426,base_setup,diff,217.6e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
427,base_setup,diff,-28.62e-3,,,
"Parameters: ch0=1.8, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
428,base_setup,diff,-76.59e-3,,,
