Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
143,base_setup,diff,9.069e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
144,base_setup,diff,4.581e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
145,base_setup,diff,-180.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
146,base_setup,diff,-126.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
147,base_setup,diff,-233.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
148,base_setup,diff,-225.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
149,base_setup,diff,51.38e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
150,base_setup,diff,94.38e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
151,base_setup,diff,-1.29e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
152,base_setup,diff,-5.269e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
153,base_setup,diff,-5.449e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
154,base_setup,diff,85.91e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
155,base_setup,diff,-228.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
156,base_setup,diff,-220.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
157,base_setup,diff,227e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
158,base_setup,diff,307.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
159,base_setup,diff,3.527e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
160,base_setup,diff,685.1e-6,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
161,base_setup,diff,18.81e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
162,base_setup,diff,17.46e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
163,base_setup,diff,-33.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
164,base_setup,diff,-81.82e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
165,base_setup,diff,56.75e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
166,base_setup,diff,97.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
167,base_setup,diff,4.293e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
168,base_setup,diff,-1.375e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
169,base_setup,diff,186.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
170,base_setup,diff,217.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
171,base_setup,diff,-28.94e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
172,base_setup,diff,-76.39e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
173,base_setup,diff,223.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
174,base_setup,diff,297.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
175,base_setup,diff,8.88e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
176,base_setup,diff,4.216e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
177,base_setup,diff,-181.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
178,base_setup,diff,-127.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
179,base_setup,diff,-233.8e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
180,base_setup,diff,-226.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
181,base_setup,diff,51.37e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
182,base_setup,diff,94.13e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
183,base_setup,diff,-1.25e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
184,base_setup,diff,-5.269e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
185,base_setup,diff,-14.09e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
186,base_setup,diff,72.15e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
187,base_setup,diff,-229.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
188,base_setup,diff,-221.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
189,base_setup,diff,218.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
190,base_setup,diff,294.1e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
191,base_setup,diff,3.335e-3,,,
"Parameters: ch0=0, ch1=0, ch2=1.8, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
192,base_setup,diff,318.7e-6,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
193,base_setup,diff,17.92e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
194,base_setup,diff,17.99e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
195,base_setup,diff,-33.89e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
196,base_setup,diff,-81.26e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
197,base_setup,diff,55.98e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
198,base_setup,diff,97.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
199,base_setup,diff,23.19e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
200,base_setup,diff,21.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
201,base_setup,diff,193.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
202,base_setup,diff,230.6e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
203,base_setup,diff,-29.41e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
204,base_setup,diff,-75.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
205,base_setup,diff,231.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
206,base_setup,diff,310.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
207,base_setup,diff,8.994e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
208,base_setup,diff,4.572e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
209,base_setup,diff,-195.8e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
210,base_setup,diff,-118.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
211,base_setup,diff,-248.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
212,base_setup,diff,-217.8e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
213,base_setup,diff,50.65e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
214,base_setup,diff,94.33e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
215,base_setup,diff,-1.781e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
216,base_setup,diff,-5.075e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
217,base_setup,diff,-21.1e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
218,base_setup,diff,93.72e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
219,base_setup,diff,-244.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
220,base_setup,diff,-212.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
221,base_setup,diff,226.1e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
222,base_setup,diff,307.1e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
223,base_setup,diff,3.046e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
224,base_setup,diff,883e-6,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
225,base_setup,diff,18.13e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
226,base_setup,diff,17.67e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
227,base_setup,diff,-34.14e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
228,base_setup,diff,-81.46e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
229,base_setup,diff,56.43e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
230,base_setup,diff,97.73e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
231,base_setup,diff,4.223e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
232,base_setup,diff,-1.385e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
233,base_setup,diff,185.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
234,base_setup,diff,217.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
235,base_setup,diff,-29.27e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
236,base_setup,diff,-76.03e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
237,base_setup,diff,223.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
238,base_setup,diff,297.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
239,base_setup,diff,8.822e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
240,base_setup,diff,4.211e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
241,base_setup,diff,-196.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
242,base_setup,diff,-118.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
243,base_setup,diff,-249e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
244,base_setup,diff,-218.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
245,base_setup,diff,50.72e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
246,base_setup,diff,94.18e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
247,base_setup,diff,-1.731e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
248,base_setup,diff,-5.073e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
249,base_setup,diff,-29.75e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
250,base_setup,diff,80.03e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
251,base_setup,diff,-244.6e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
252,base_setup,diff,-213.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
253,base_setup,diff,217.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
254,base_setup,diff,294e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
255,base_setup,diff,2.857e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
256,base_setup,diff,516.3e-6,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
257,base_setup,diff,19.29e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
258,base_setup,diff,17.39e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
259,base_setup,diff,-33.36e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
260,base_setup,diff,-81.97e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
261,base_setup,diff,56.86e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
262,base_setup,diff,97.97e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
263,base_setup,diff,4.341e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
264,base_setup,diff,-1.46e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
265,base_setup,diff,183.9e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
266,base_setup,diff,216.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
267,base_setup,diff,-28.96e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
268,base_setup,diff,-76.57e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
269,base_setup,diff,220.9e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
270,base_setup,diff,297.2e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
271,base_setup,diff,8.844e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0, mc_iteration=2",,,,,,
272,base_setup,diff,4.201e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
273,base_setup,diff,-170.5e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
274,base_setup,diff,-129.2e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
275,base_setup,diff,-222.9e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
276,base_setup,diff,-228.2e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
277,base_setup,diff,51.65e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
278,base_setup,diff,94.12e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
279,base_setup,diff,-895.3e-6,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
280,base_setup,diff,-4.993e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
281,base_setup,diff,-6.13e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
282,base_setup,diff,69.73e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
283,base_setup,diff,-219.7e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
284,base_setup,diff,-223.4e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
285,base_setup,diff,216.6e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
286,base_setup,diff,293.8e-3,,,
"Parameters: ch0=1.8, ch1=1.8, ch2=1.8, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0, mc_iteration=1",,,,,,
287,base_setup,diff,3.655e-3,,,
