0.02712,0.02618,0.02497,0.01792,0.02767,0.02429,0.01583,0.02462,0.02096,0.01037,-0.01016,0.002416,-0.005417,-0.007979,0.02387,0.009315,0.02574,0.03138,0.01309,0.02102,0.0249,0.015,0.02991,0.02876,0.01729,0.03117,0.02761,0.01445
0.09046,0.08591,0.0864,0.0857,0.0874,0.08721,0.08658,0.08642,0.08692,0.08713,0.07845,0.08755,0.09171,0.09032,0.09287,0.09342,0.09357,0.09368,0.09377,0.08439,0.08809,0.08897,0.09032,0.09053,0.09008,0.09038,0.09051,0.09054
-0.02517,-0.03704,-0.03019,-0.0225,-0.03325,-0.028,-0.02086,-0.03168,-0.02687,-0.01972,-0.04257,-0.03445,-0.02337,-0.03898,-0.02946,-0.01987,-0.03212,-0.02542,-0.01741,-0.03977,-0.03141,-0.02232,-0.03455,-0.02764,-0.01982,-0.03062,-0.02548,-0.01826
0.02257,0.01957,0.02236,0.02319,0.02266,0.02282,0.02254,0.02149,0.02136,0.02119,0.004732,0.01397,0.02112,0.0132,0.01968,0.02264,0.02042,0.02188,0.02248,0.01327,0.01986,0.0231,0.02067,0.02282,0.02338,0.02279,0.02271,0.0225
-0.0004655,-0.01756,-0.008689,0.002595,-0.01231,-0.004732,0.006404,-0.009742,-0.001959,0.009715,-0.02479,-0.01387,0.001889,-0.01876,-0.006312,0.007742,-0.009855,-0.00026,0.01232,-0.02146,-0.0107,0.002434,-0.01426,-0.004868,0.007074,-0.008983,-0.001039,0.01079
0.04808,0.03883,0.04423,0.04897,0.04414,0.04679,0.0506,0.0443,0.04714,0.05149,0.02156,0.03463,0.04723,0.03308,0.04341,0.05118,0.04326,0.04787,0.05315,0.03077,0.04076,0.04856,0.04113,0.0462,0.0511,0.04514,0.04794,0.05239
-0.0697,-0.08467,-0.07405,-0.0608,-0.08051,-0.07057,-0.05837,-0.07621,-0.06813,-0.05669,-0.09138,-0.08352,-0.06829,-0.09249,-0.08033,-0.06395,-0.08785,-0.07461,-0.05992,-0.08834,-0.07861,-0.06404,-0.08658,-0.07456,-0.06059,-0.08048,-0.07034,-0.05792
-0.02142,-0.02996,-0.02192,-0.01475,-0.02463,-0.01943,-0.01445,-0.02227,-0.01928,-0.01519,-0.04601,-0.03748,-0.02445,-0.04416,-0.03273,-0.02137,-0.03651,-0.02723,-0.01949,-0.03802,-0.02881,-0.01864,-0.0331,-0.02434,-0.01697,-0.02669,-0.02166,-0.01659
0.07261,0.06454,0.06376,0.06299,0.06444,0.06449,0.06464,0.06354,0.0647,0.06597,0.07338,0.07644,0.07729,0.08039,0.08016,0.07986,0.08143,0.08113,0.0814,0.07015,0.07045,0.07004,0.07274,0.07216,0.07193,0.07195,0.07257,0.07331
0.1208,0.1198,0.1159,0.1089,0.1196,0.1154,0.1085,0.117,0.1135,0.1075,0.1231,0.1262,0.1228,0.1323,0.1296,0.1232,0.1331,0.1288,0.1221,0.123,0.1216,0.1159,0.1267,0.1226,0.1157,0.125,0.1211,0.1147
0.004865,-0.001352,-0.000133,0.0004889,-0.0003747,0.0001735,0.0007454,-0.001179,-0.0005383,0.0004275,0.001556,0.004326,0.007178,0.00481,0.007531,0.009229,0.008164,0.009376,0.01025,0.0004733,0.0028,0.004283,0.003301,0.004603,0.005355,0.004261,0.004891,0.005512
0.05323,0.05523,0.05269,0.0466,0.05583,0.05146,0.04462,0.05257,0.04828,0.04184,0.04922,0.05347,0.05245,0.05744,0.05734,0.05248,0.06114,0.0574,0.05086,0.05362,0.05443,0.05023,0.05869,0.05556,0.04913,0.05815,0.05369,0.04684
0.02991,0.01858,0.02177,0.02598,0.02128,0.02385,0.02823,0.02112,0.02457,0.02989,0.01718,0.02471,0.03288,0.02567,0.03146,0.03739,0.03199,0.03524,0.04035,0.01823,0.02379,0.02946,0.02462,0.02792,0.03259,0.02668,0.02971,0.0347
0.07896,0.07456,0.07472,0.07266,0.07769,0.07565,0.07282,0.07559,0.07416,0.07212,0.06402,0.07383,0.07883,0.0777,0.08159,0.08147,0.08512,0.08393,0.08186,0.07048,0.07537,0.07598,0.07975,0.07926,0.07711,0.081,0.07916,0.07681
-0.03887,-0.04911,-0.04353,-0.03748,-0.04607,-0.04167,-0.03649,-0.0445,-0.04126,-0.03636,-0.05056,-0.04629,-0.03784,-0.05028,-0.04303,-0.03446,-0.04556,-0.03857,-0.03179,-0.05014,-0.04467,-0.03724,-0.04793,-0.0415,-0.03504,-0.04362,-0.03913,-0.03388
0.01013,0.006337,0.0092,0.009052,0.01055,0.01009,0.007926,0.0101,0.008212,0.005622,-0.005387,0.000731,0.006978,-0.0006945,0.005841,0.009,0.007218,0.00981,0.009375,0.000506,0.00592,0.008822,0.006626,0.00953,0.009198,0.01101,0.01028,0.008022
0.05353,0.04068,0.04328,0.04709,0.04238,0.04554,0.05015,0.04339,0.04745,0.05302,0.04437,0.05166,0.05756,0.05331,0.05695,0.0614,0.05654,0.0596,0.06434,0.04403,0.04802,0.05227,0.04844,0.05123,0.05547,0.04969,0.05322,0.05829
0.1009,0.09673,0.09545,0.09256,0.0975,0.09599,0.09341,0.09625,0.09559,0.09397,0.09498,0.1016,0.1024,0.106,0.1061,0.1038,0.108,0.1064,0.104,0.09804,0.09937,0.09755,0.1029,0.1013,0.09851,0.1023,0.101,0.09892
-0.0142,-0.02523,-0.02053,-0.01521,-0.02233,-0.01873,-0.01364,-0.02154,-0.01791,-0.01255,-0.02816,-0.02038,-0.01209,-0.02196,-0.01513,-0.008742,-0.01588,-0.01178,-0.00653,-0.02604,-0.01948,-0.01317,-0.02054,-0.01608,-0.01086,-0.01787,-0.01442,-0.009429
0.0333,0.03155,0.03197,0.03035,0.0334,0.03192,0.0296,0.03142,0.03014,0.02821,0.02021,0.02866,0.03239,0.03097,0.03407,0.03356,0.03642,0.03526,0.03311,0.02777,0.03196,0.03213,0.03469,0.03425,0.03215,0.03525,0.03354,0.03114
0.01109,-0.004894,0.001667,0.01055,-0.0008811,0.005108,0.01422,0.0006942,0.007471,0.01741,-0.009611,0.001468,0.0143,-0.00004156,0.009295,0.01989,0.007532,0.01425,0.02408,-0.006708,0.0022,0.01244,0.0008142,0.007492,0.01681,0.004236,0.01062,0.02031
0.05938,0.05168,0.05451,0.05677,0.05536,0.05644,0.05824,0.0545,0.05638,0.05902,0.03788,0.0506,0.05959,0.05266,0.05905,0.06309,0.0604,0.06208,0.06461,0.04634,0.05383,0.05842,0.05621,0.0584,0.06061,0.05803,0.05934,0.06167
-0.05767,-0.07241,-0.06353,-0.05269,-0.06823,-0.06036,-0.05038,-0.0652,-0.05849,-0.04887,-0.07761,-0.06937,-0.05598,-0.07562,-0.06472,-0.0515,-0.06929,-0.05918,-0.04779,-0.075,-0.06604,-0.05393,-0.07136,-0.06171,-0.0506,-0.06597,-0.05817,-0.0482
