Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
448,base_setup,diff,8.802e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=29",,,,,,
449,base_setup,diff,28.63e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0, mc_iteration=30",,,,,,
450,base_setup,diff,-58.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
451,base_setup,diff,10.13e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
452,base_setup,diff,-50.13e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=3",,,,,,
453,base_setup,diff,-22.38e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=4",,,,,,
454,base_setup,diff,-51.44e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=5",,,,,,
455,base_setup,diff,114.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=6",,,,,,
456,base_setup,diff,55.77e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=7",,,,,,
457,base_setup,diff,-7.472e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=8",,,,,,
458,base_setup,diff,-125.8e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=9",,,,,,
459,base_setup,diff,-2.273e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=10",,,,,,
460,base_setup,diff,89.07e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=11",,,,,,
461,base_setup,diff,-61.71e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=12",,,,,,
462,base_setup,diff,75.54e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=13",,,,,,
463,base_setup,diff,-11.53e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=14",,,,,,
464,base_setup,diff,67.93e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=15",,,,,,
465,base_setup,diff,-59.23e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=16",,,,,,
466,base_setup,diff,31.93e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=17",,,,,,
467,base_setup,diff,8.759e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=18",,,,,,
468,base_setup,diff,-32.76e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=19",,,,,,
469,base_setup,diff,68.73e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=20",,,,,,
470,base_setup,diff,-121.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=21",,,,,,
471,base_setup,diff,-34.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=22",,,,,,
472,base_setup,diff,50.71e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=23",,,,,,
473,base_setup,diff,21.29e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=24",,,,,,
474,base_setup,diff,-17.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=25",,,,,,
475,base_setup,diff,15.82e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=26",,,,,,
476,base_setup,diff,65.38e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=27",,,,,,
477,base_setup,diff,39.49e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=28",,,,,,
478,base_setup,diff,-77.59e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=29",,,,,,
479,base_setup,diff,-42.18e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8, mc_iteration=30",,,,,,
480,base_setup,diff,-36.49e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=1",,,,,,
481,base_setup,diff,53.53e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=2",,,,,,
482,base_setup,diff,-107.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=3",,,,,,
483,base_setup,diff,-34.45e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=4",,,,,,
484,base_setup,diff,39.28e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=5",,,,,,
485,base_setup,diff,72.91e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=6",,,,,,
486,base_setup,diff,21.75e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=7",,,,,,
487,base_setup,diff,-62.68e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=8",,,,,,
488,base_setup,diff,-21.76e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=9",,,,,,
489,base_setup,diff,71.45e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=10",,,,,,
490,base_setup,diff,76.32e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=11",,,,,,
491,base_setup,diff,-10.35e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=12",,,,,,
492,base_setup,diff,79.73e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=13",,,,,,
493,base_setup,diff,57.38e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=14",,,,,,
494,base_setup,diff,-60.58e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=15",,,,,,
495,base_setup,diff,-113.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=16",,,,,,
496,base_setup,diff,27.47e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=17",,,,,,
497,base_setup,diff,67.22e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=18",,,,,,
498,base_setup,diff,77.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=19",,,,,,
499,base_setup,diff,-12.23e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=20",,,,,,
500,base_setup,diff,-129e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=21",,,,,,
501,base_setup,diff,137.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=22",,,,,,
502,base_setup,diff,-56e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=23",,,,,,
503,base_setup,diff,89.66e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=24",,,,,,
504,base_setup,diff,-75.69e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=25",,,,,,
505,base_setup,diff,-62.6e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=26",,,,,,
506,base_setup,diff,137.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=27",,,,,,
507,base_setup,diff,-70.81e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=28",,,,,,
508,base_setup,diff,-43.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=29",,,,,,
509,base_setup,diff,108.6e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0, mc_iteration=30",,,,,,
510,base_setup,diff,-16.35e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=1",,,,,,
511,base_setup,diff,100.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=2",,,,,,
512,base_setup,diff,-119.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=3",,,,,,
513,base_setup,diff,25.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=4",,,,,,
514,base_setup,diff,54.66e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=5",,,,,,
515,base_setup,diff,86.29e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=6",,,,,,
516,base_setup,diff,32.8e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=7",,,,,,
517,base_setup,diff,38.98e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=8",,,,,,
518,base_setup,diff,-114.1e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=9",,,,,,
519,base_setup,diff,19.25e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=10",,,,,,
520,base_setup,diff,38.32e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=11",,,,,,
521,base_setup,diff,1.056e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=12",,,,,,
522,base_setup,diff,30.88e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=13",,,,,,
523,base_setup,diff,89.08e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=14",,,,,,
524,base_setup,diff,-6.105e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=15",,,,,,
525,base_setup,diff,-54.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=16",,,,,,
526,base_setup,diff,69.68e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=17",,,,,,
527,base_setup,diff,43.87e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=18",,,,,,
528,base_setup,diff,569.4e-6,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=19",,,,,,
529,base_setup,diff,85.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=20",,,,,,
530,base_setup,diff,-136.1e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=21",,,,,,
531,base_setup,diff,6.21e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=22",,,,,,
532,base_setup,diff,26.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=23",,,,,,
533,base_setup,diff,57.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=24",,,,,,
534,base_setup,diff,-31.51e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=25",,,,,,
535,base_setup,diff,8.406e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=26",,,,,,
536,base_setup,diff,166.4e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=27",,,,,,
537,base_setup,diff,1.747e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=28",,,,,,
538,base_setup,diff,-127e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=29",,,,,,
539,base_setup,diff,34.55e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8, mc_iteration=30",,,,,,
540,base_setup,diff,3.839e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=1",,,,,,
541,base_setup,diff,-14.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=2",,,,,,
542,base_setup,diff,-87.65e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=3",,,,,,
543,base_setup,diff,-60.97e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=4",,,,,,
544,base_setup,diff,11.75e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=5",,,,,,
545,base_setup,diff,97.23e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=6",,,,,,
546,base_setup,diff,38.74e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=7",,,,,,
547,base_setup,diff,-90.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=8",,,,,,
548,base_setup,diff,-26.59e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=9",,,,,,
549,base_setup,diff,59.95e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=10",,,,,,
550,base_setup,diff,128.5e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=11",,,,,,
551,base_setup,diff,-30.65e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=12",,,,,,
552,base_setup,diff,94.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=13",,,,,,
553,base_setup,diff,-18.45e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=14",,,,,,
554,base_setup,diff,-28.62e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=15",,,,,,
555,base_setup,diff,-143.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=16",,,,,,
556,base_setup,diff,-30.73e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=17",,,,,,
557,base_setup,diff,51.44e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=18",,,,,,
558,base_setup,diff,25.29e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=19",,,,,,
559,base_setup,diff,13.14e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=20",,,,,,
560,base_setup,diff,-132.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=21",,,,,,
561,base_setup,diff,101e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=22",,,,,,
562,base_setup,diff,-8.729e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=23",,,,,,
563,base_setup,diff,87.55e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=24",,,,,,
564,base_setup,diff,-82.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=25",,,,,,
565,base_setup,diff,-49.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=26",,,,,,
566,base_setup,diff,94.27e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=27",,,,,,
567,base_setup,diff,-47.43e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=28",,,,,,
568,base_setup,diff,-25.82e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=29",,,,,,
569,base_setup,diff,59.17e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0, mc_iteration=30",,,,,,
570,base_setup,diff,-43.36e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=1",,,,,,
571,base_setup,diff,33.3e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=2",,,,,,
572,base_setup,diff,-101e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=3",,,,,,
573,base_setup,diff,-2.532e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=4",,,,,,
574,base_setup,diff,27.78e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=5",,,,,,
575,base_setup,diff,109.9e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=6",,,,,,
576,base_setup,diff,49.89e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=7",,,,,,
577,base_setup,diff,8.035e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=8",,,,,,
578,base_setup,diff,-119.1e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=9",,,,,,
579,base_setup,diff,8.059e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=10",,,,,,
580,base_setup,diff,90.59e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=11",,,,,,
581,base_setup,diff,-20.37e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=12",,,,,,
582,base_setup,diff,45.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=13",,,,,,
583,base_setup,diff,12.95e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=14",,,,,,
584,base_setup,diff,27.29e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=15",,,,,,
585,base_setup,diff,-87.68e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=16",,,,,,
586,base_setup,diff,11.59e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=17",,,,,,
587,base_setup,diff,29.08e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=18",,,,,,
588,base_setup,diff,-52.08e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=19",,,,,,
589,base_setup,diff,111.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=20",,,,,,
590,base_setup,diff,-138.7e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=21",,,,,,
591,base_setup,diff,-28.2e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=22",,,,,,
592,base_setup,diff,70.31e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=23",,,,,,
593,base_setup,diff,56.26e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=24",,,,,,
594,base_setup,diff,-37.49e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=25",,,,,,
595,base_setup,diff,22e-3,,,
"Parameters: ch0=0, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8, mc_iteration=26",,,,,,
596,base_setup,diff,122.7e-3,,,
