,,Parameter,Nominal,,,,,,ff_0,ff_1,ff_2,ff_3,ss_0,ss_1,ss_2,ss_3
,,crn28hpcp_1d8_elk_v1d0_2p2_shrink0d9_embedded_usage.scs,globalmc_localmc_mos_moscap,,,,,,ffglobalcorner_localmc_mos_moscap,ffglobalcorner_localmc_mos_moscap,ffglobalcorner_localmc_mos_moscap,ffglobalcorner_localmc_mos_moscap,\ssglobalcorner_localmc_mos_moscap,\ssglobalcorner_localmc_mos_moscap,\ssglobalcorner_localmc_mos_moscap,\ssglobalcorner_localmc_mos_moscap
,,temperature,27,,,,,,-40,125,-40,125,-40,125,-40,125
,,vdd,1.1,,,,,,1,1,1.2,1.2,1,1,1.2,1.2

Point,Test,Output,Nominal,Spec,Weight,Pass/Fail,Min,Max,ff_0,ff_1,ff_2,ff_3,ss_0,ss_1,ss_2,ss_3
128,base_setup,b4,13.86e-3,,,,-563.3e-6,28.07e-3,19.76e-3,5.594e-3,13.85e-3,-563.3e-6,28.07e-3,13.18e-3,26.22e-3,7.465e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=0",,,,,,,,,,,,,,,,
129,base_setup,b0,-8.432e-3,,,,-17.64e-3,1.878e-3,-7.685e-3,1.512e-3,-17.28e-3,-4.609e-3,-8.253e-3,1.878e-3,-17.64e-3,-3.958e-3
129,base_setup,b1,44.92e-3,,,,35.41e-3,53.3e-3,42.71e-3,35.41e-3,46.99e-3,42.78e-3,51.55e-3,41.92e-3,53.3e-3,46.95e-3
129,base_setup,b2,-19.37e-3,,,,-26.27e-3,-14.97e-3,-17.7e-3,-20.4e-3,-14.97e-3,-20.94e-3,-26.27e-3,-25.75e-3,-19.55e-3,-23.7e-3
129,base_setup,b3,18.25e-3,,,,3.863e-3,33.22e-3,28.73e-3,22.93e-3,33.22e-3,28.26e-3,9.498e-3,3.863e-3,12.19e-3,6.806e-3
129,base_setup,b4,-28.82e-3,,,,-34.81e-3,-22.66e-3,-33.56e-3,-32.25e-3,-24.85e-3,-26.39e-3,-34.81e-3,-31.22e-3,-22.66e-3,-25.55e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=0, ch7=1.8",,,,,,,,,,,,,,,,
130,base_setup,b0,29.52e-3,,,,21.12e-3,39.01e-3,33.1e-3,37.76e-3,22.71e-3,28.8e-3,33.45e-3,39.01e-3,21.12e-3,28.77e-3
130,base_setup,b1,48.49e-3,,,,37.84e-3,60.47e-3,37.84e-3,38.68e-3,44.41e-3,49.47e-3,55.19e-3,52.18e-3,59.58e-3,60.47e-3
130,base_setup,b2,-122.8e-3,,,,-145.8e-3,-110.5e-3,-120.2e-3,-116e-3,-110.5e-3,-111.7e-3,-145.8e-3,-136.2e-3,-130.5e-3,-128.5e-3
130,base_setup,b3,-62.24e-3,,,,-77.37e-3,-49.11e-3,-50.15e-3,-59.19e-3,-49.11e-3,-61.34e-3,-71.6e-3,-76.57e-3,-67.19e-3,-77.37e-3
130,base_setup,b4,18.1e-3,,,,8.607e-3,29.1e-3,8.607e-3,14.43e-3,16.79e-3,21.14e-3,14.63e-3,22.29e-3,26.05e-3,29.1e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=0",,,,,,,,,,,,,,,,
131,base_setup,b0,-33.99e-3,,,,-43.32e-3,-22.13e-3,-32.53e-3,-22.13e-3,-38.79e-3,-27.72e-3,-38e-3,-25.33e-3,-43.32e-3,-30.81e-3
131,base_setup,b1,7.152e-3,,,,1.91e-3,12.96e-3,4.275e-3,2.839e-3,12.96e-3,12.06e-3,4.46e-3,1.91e-3,11.62e-3,9.631e-3
131,base_setup,b2,25.97e-3,,,,14.75e-3,34.35e-3,31.97e-3,20.96e-3,34.35e-3,20.71e-3,22.41e-3,14.75e-3,29.03e-3,16.1e-3
131,base_setup,b3,89.67e-3,,,,78.81e-3,99.81e-3,92.82e-3,78.81e-3,90.88e-3,80.95e-3,97.71e-3,86.02e-3,99.81e-3,84.93e-3
131,base_setup,b4,-41.83e-3,,,,-47.65e-3,-32.94e-3,-38.67e-3,-43.77e-3,-32.94e-3,-44.42e-3,-41.63e-3,-47.65e-3,-38.18e-3,-47.28e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=0, ch5=0, ch6=1.8, ch7=1.8",,,,,,,,,,,,,,,,
132,base_setup,b0,2.831e-3,,,,-5.723e-3,13.06e-3,7.285e-3,13.06e-3,-367.8e-6,4.198e-3,3.226e-3,11.15e-3,-5.723e-3,780e-6
132,base_setup,b1,12.31e-3,,,,257.9e-6,25.29e-3,257.9e-6,8.064e-3,12.97e-3,21.36e-3,8.679e-3,13.68e-3,19.19e-3,25.29e-3
132,base_setup,b2,-79.15e-3,,,,-98.01e-3,-64.33e-3,-71.97e-3,-76.6e-3,-64.33e-3,-73.09e-3,-98.01e-3,-96.32e-3,-83.32e-3,-90.36e-3
132,base_setup,b3,9.658e-3,,,,-5.767e-3,20.11e-3,13.09e-3,-2.195e-3,10.5e-3,-5.767e-3,16.09e-3,5.149e-3,20.11e-3,2.601e-3
132,base_setup,b4,5.494e-3,,,,2.847e-3,11.47e-3,3.497e-3,2.847e-3,8.834e-3,3.442e-3,5.82e-3,5.514e-3,11.47e-3,7.956e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=0",,,,,,,,,,,,,,,,
133,base_setup,b0,-14.56e-3,,,,-27.17e-3,-1.407e-3,-13.67e-3,-1.407e-3,-21.9e-3,-5.873e-3,-18.13e-3,-4.628e-3,-27.17e-3,-9.201e-3
133,base_setup,b1,34.73e-3,,,,27.7e-3,41.41e-3,30.05e-3,27.7e-3,36.98e-3,35.94e-3,33.38e-3,32.01e-3,41.41e-3,39.23e-3
133,base_setup,b2,4.415e-3,,,,-6.436e-3,11.8e-3,10.4e-3,-1.844e-3,11.8e-3,-2.732e-3,3.165e-3,-6.436e-3,7.69e-3,-5.989e-3
133,base_setup,b3,-39.06e-3,,,,-59.55e-3,-17.89e-3,-28.8e-3,-22.02e-3,-23.27e-3,-17.89e-3,-59.55e-3,-51.33e-3,-54.9e-3,-48.36e-3
133,base_setup,b4,-38.12e-3,,,,-43.43e-3,-33.2e-3,-34.55e-3,-40.47e-3,-33.2e-3,-39.32e-3,-37.27e-3,-43.07e-3,-33.66e-3,-43.43e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=0, ch7=1.8",,,,,,,,,,,,,,,,
134,base_setup,b0,23.17e-3,,,,11.16e-3,34.8e-3,26.87e-3,34.8e-3,17.75e-3,27.63e-3,23.41e-3,32.41e-3,11.16e-3,23.5e-3
134,base_setup,b1,38.21e-3,,,,25.19e-3,52.62e-3,25.19e-3,30.89e-3,34.36e-3,42.64e-3,35.78e-3,41.89e-3,47.58e-3,52.62e-3
134,base_setup,b2,-100.4e-3,,,,-117.9e-3,-85.6e-3,-93.51e-3,-98.7e-3,-85.6e-3,-95.05e-3,-117.9e-3,-117.8e-3,-104.7e-3,-112e-3
134,base_setup,b3,-121.2e-3,,,,-139.3e-3,-105.1e-3,-109.1e-3,-105.1e-3,-107.7e-3,-109.2e-3,-139.3e-3,-132.1e-3,-136.7e-3,-134.3e-3
134,base_setup,b4,9.359e-3,,,,6.934e-3,15.57e-3,7.741e-3,6.934e-3,8.845e-3,8.873e-3,12.8e-3,11.38e-3,15.57e-3,12.26e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=0",,,,,,,,,,,,,,,,
135,base_setup,b0,-40.21e-3,,,,-52.9e-3,-25.21e-3,-38.6e-3,-25.21e-3,-43.61e-3,-29.23e-3,-47.92e-3,-31.9e-3,-52.9e-3,-36.14e-3
135,base_setup,b1,-5.003e-3,,,,-14.79e-3,4.11e-3,-10.48e-3,-6.236e-3,1.053e-3,4.11e-3,-14.79e-3,-9.651e-3,-2.917e-3,309.9e-6
135,base_setup,b2,47.61e-3,,,,32.33e-3,58.28e-3,57.23e-3,37.77e-3,58.28e-3,37.21e-3,50.57e-3,32.74e-3,53.81e-3,32.33e-3
135,base_setup,b3,25e-3,,,,22.81e-3,29.7e-3,28.66e-3,27.74e-3,26.65e-3,29.1e-3,29.7e-3,24.38e-3,22.96e-3,22.81e-3
135,base_setup,b4,-51.9e-3,,,,-66.61e-3,-39.99e-3,-39.99e-3,-53.68e-3,-43.17e-3,-59.74e-3,-49.64e-3,-60.8e-3,-48.23e-3,-66.61e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8",,,,,,,,,,,,,,,,
136,base_setup,b0,-3.574e-3,,,,-15.67e-3,9.946e-3,1.006e-3,9.946e-3,-5.497e-3,2.784e-3,-6.85e-3,4.499e-3,-15.67e-3,-4.561e-3
136,base_setup,b1,-72.19e-6,,,,-14.66e-3,15.77e-3,-14.66e-3,-1.091e-3,890.9e-6,13.41e-3,-11.19e-3,1.761e-3,4.137e-3,15.77e-3
136,base_setup,b2,-58.99e-3,,,,-79.25e-3,-42.31e-3,-48.14e-3,-60.98e-3,-42.31e-3,-58.05e-3,-70.96e-3,-79.25e-3,-60.2e-3,-75.36e-3
136,base_setup,b3,-55.88e-3,,,,-60.67e-3,-51.81e-3,-51.85e-3,-53.97e-3,-55.15e-3,-59.15e-3,-51.81e-3,-56.45e-3,-57.62e-3,-60.67e-3
136,base_setup,b4,-3.861e-3,,,,-11.08e-3,2.532e-3,2.532e-3,-6.127e-3,-973.7e-6,-11.08e-3,-9.888e-6,-6.32e-3,1.803e-3,-10.17e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=0",,,,,,,,,,,,,,,,
137,base_setup,b0,19.37e-3,,,,11.44e-3,27.3e-3,19.66e-3,20.74e-3,11.44e-3,16.09e-3,26.89e-3,27.3e-3,18.38e-3,22.5e-3
137,base_setup,b1,37.91e-3,,,,29.51e-3,45.74e-3,37.48e-3,29.51e-3,38.73e-3,34.43e-3,45.74e-3,35.56e-3,45.36e-3,38.1e-3
137,base_setup,b2,-20.14e-3,,,,-29.37e-3,-16.87e-3,-21.5e-3,-20.51e-3,-16.87e-3,-19.85e-3,-29.37e-3,-25.18e-3,-21.28e-3,-21.62e-3
137,base_setup,b3,11.08e-3,,,,-2.501e-3,24.37e-3,22.38e-3,16.79e-3,24.37e-3,19.72e-3,2.597e-3,-2.501e-3,4.455e-3,-1.396e-3
137,base_setup,b4,-6.711e-3,,,,-16.95e-3,6.121e-3,-11.87e-3,-16.95e-3,-6.76e-3,-14.1e-3,-5.762e-3,-7.225e-3,6.121e-3,-4.386e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=0, ch7=1.8",,,,,,,,,,,,,,,,
138,base_setup,b0,58.72e-3,,,,51.04e-3,69.24e-3,61.61e-3,57.97e-3,53.63e-3,51.04e-3,69.24e-3,65.15e-3,59.07e-3,56.68e-3
138,base_setup,b1,41.61e-3,,,,32.66e-3,51.9e-3,32.66e-3,32.97e-3,36.49e-3,41.6e-3,49.06e-3,45.85e-3,51.7e-3,51.9e-3
138,base_setup,b2,-123.5e-3,,,,-148.7e-3,-110.7e-3,-123.9e-3,-116.1e-3,-112.3e-3,-110.7e-3,-148.7e-3,-135.6e-3,-132.1e-3,-126.5e-3
138,base_setup,b3,-69.58e-3,,,,-85.81e-3,-56.59e-3,-56.59e-3,-65.46e-3,-58.26e-3,-70.15e-3,-78.38e-3,-82.96e-3,-75.14e-3,-85.81e-3
138,base_setup,b4,39.14e-3,,,,29.09e-3,53.3e-3,29.18e-3,29.09e-3,34.3e-3,32.97e-3,43.43e-3,45.45e-3,53.3e-3,49.29e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=0",,,,,,,,,,,,,,,,
139,base_setup,b0,-6.43e-3,,,,-10.47e-3,33.43e-6,-5.304e-3,-3.022e-3,-10.47e-3,-7.306e-3,-2.546e-3,33.43e-6,-7.587e-3,-4.692e-3
139,base_setup,b1,-322.5e-6,,,,-4.844e-3,4.202e-3,-1.456e-3,-3.284e-3,4.202e-3,3.492e-3,-1.826e-3,-4.844e-3,2.948e-3,417.8e-6
139,base_setup,b2,25.26e-3,,,,15.25e-3,32.65e-3,28.52e-3,20.85e-3,32.65e-3,21.68e-3,19.44e-3,15.25e-3,27.44e-3,17.98e-3
139,base_setup,b3,81.66e-3,,,,71.5e-3,91.57e-3,85.9e-3,71.93e-3,80.78e-3,71.5e-3,91.57e-3,79.03e-3,90.93e-3,75.81e-3
139,base_setup,b4,-19.61e-3,,,,-31.66e-3,-9.875e-3,-16.79e-3,-28.02e-3,-14.97e-3,-31.66e-3,-10.65e-3,-23.08e-3,-9.875e-3,-25.73e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=0, ch6=1.8, ch7=1.8",,,,,,,,,,,,,,,,
140,base_setup,b0,31.69e-3,,,,26.1e-3,39.26e-3,35.58e-3,33.11e-3,30.03e-3,26.1e-3,39.26e-3,37.2e-3,31.75e-3,28.25e-3
140,base_setup,b1,4.967e-3,,,,-5.449e-3,16.38e-3,-5.449e-3,2.147e-3,4.604e-3,13.29e-3,2.191e-3,6.963e-3,10.54e-3,16.38e-3
140,base_setup,b2,-79.79e-3,,,,-100.8e-3,-65.9e-3,-75.26e-3,-76.69e-3,-65.9e-3,-72.18e-3,-100.8e-3,-95.79e-3,-84.8e-3,-88.58e-3
140,base_setup,b3,1.578e-3,,,,-15.44e-3,11.24e-3,6.112e-3,-9.155e-3,253.6e-6,-15.44e-3,9.801e-3,-1.824e-3,11.24e-3,-6.649e-3
140,base_setup,b4,26.69e-3,,,,15.72e-3,38.44e-3,24.44e-3,18e-3,26.11e-3,15.72e-3,38.44e-3,29.55e-3,38.18e-3,28.54e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=0",,,,,,,,,,,,,,,,
141,base_setup,b0,12.51e-3,,,,5.865e-3,20.31e-3,12.94e-3,17.37e-3,5.865e-3,14.33e-3,16.38e-3,20.31e-3,7.818e-3,16.65e-3
141,base_setup,b1,26.51e-3,,,,20.74e-3,32.02e-3,23.78e-3,20.74e-3,27.66e-3,26.45e-3,26.82e-3,24.46e-3,32.02e-3,28.96e-3
141,base_setup,b2,3.659e-3,,,,-5.967e-3,10.03e-3,6.833e-3,-1.964e-3,10.03e-3,-1.737e-3,60.29e-6,-5.967e-3,6.053e-3,-4.093e-3
141,base_setup,b3,-46.03e-3,,,,-66.24e-3,-26.23e-3,-34.96e-3,-27.91e-3,-31.82e-3,-26.23e-3,-66.24e-3,-57.41e-3,-62.48e-3,-56.42e-3
141,base_setup,b4,-15.88e-3,,,,-27.13e-3,-4.027e-3,-12.13e-3,-25.55e-3,-14.9e-3,-27.13e-3,-6.829e-3,-19.35e-3,-4.027e-3,-22.48e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=0, ch7=1.8",,,,,,,,,,,,,,,,
142,base_setup,b0,51.56e-3,,,,47.59e-3,58.53e-3,54.59e-3,54.51e-3,47.59e-3,49.31e-3,58.53e-3,58.04e-3,47.96e-3,50.71e-3
142,base_setup,b1,30.1e-3,,,,18.94e-3,42.63e-3,18.94e-3,24.14e-3,25.38e-3,33.66e-3,28.95e-3,34.37e-3,38.17e-3,42.63e-3
142,base_setup,b2,-101.1e-3,,,,-120.9e-3,-87.25e-3,-96.92e-3,-98.8e-3,-87.25e-3,-94.12e-3,-120.9e-3,-117.3e-3,-106.2e-3,-110.2e-3
142,base_setup,b3,-128.4e-3,,,,-145.9e-3,-111.1e-3,-115.4e-3,-111.1e-3,-116.7e-3,-117.8e-3,-145.9e-3,-138.2e-3,-144.6e-3,-142.6e-3
142,base_setup,b4,30.55e-3,,,,20.64e-3,43.87e-3,28.99e-3,21.19e-3,26.7e-3,20.64e-3,41.82e-3,34.05e-3,43.87e-3,32.26e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=0",,,,,,,,,,,,,,,,
143,base_setup,b0,-13.4e-3,,,,-18.17e-3,-6.585e-3,-12.12e-3,-6.585e-3,-16.23e-3,-9.335e-3,-13.2e-3,-7.065e-3,-18.17e-3,-10.66e-3
143,base_setup,b1,-13.71e-3,,,,-21.41e-3,-5.67e-3,-17.22e-3,-13.46e-3,-8.823e-3,-5.67e-3,-21.41e-3,-17.58e-3,-13.07e-3,-10.39e-3
143,base_setup,b2,46.91e-3,,,,33.13e-3,56.7e-3,54.05e-3,37.65e-3,56.7e-3,38.09e-3,47.63e-3,33.13e-3,52.32e-3,34.03e-3
143,base_setup,b3,16.9e-3,,,,13.65e-3,22.38e-3,21.36e-3,20.9e-3,16.9e-3,19.75e-3,22.38e-3,17.31e-3,14e-3,13.65e-3
143,base_setup,b4,-29.4e-3,,,,-46.85e-3,-17.73e-3,-17.73e-3,-38.17e-3,-24.47e-3,-46.85e-3,-18.43e-3,-36.57e-3,-19.03e-3,-44.91e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=0, ch4=1.8, ch5=1.8, ch6=1.8, ch7=1.8",,,,,,,,,,,,,,,,
144,base_setup,b0,24.46e-3,,,,20.68e-3,29.99e-3,28.49e-3,29.47e-3,23.83e-3,24.09e-3,28.43e-3,29.99e-3,20.68e-3,22.19e-3
144,base_setup,b1,-8.673e-3,,,,-21.39e-3,5.382e-3,-21.39e-3,-8.088e-3,-8.602e-3,4.169e-3,-17.81e-3,-6.141e-3,-6.086e-3,5.382e-3
144,base_setup,b2,-59.62e-3,,,,-78.83e-3,-43.76e-3,-51.15e-3,-61.08e-3,-43.76e-3,-57.23e-3,-73.73e-3,-78.83e-3,-61.57e-3,-73.75e-3
144,base_setup,b3,-64.11e-3,,,,-70.04e-3,-59.01e-3,-59.19e-3,-60.92e-3,-65.21e-3,-68.78e-3,-59.01e-3,-63.49e-3,-66.7e-3,-70.04e-3
144,base_setup,b4,17.55e-3,,,,1.353e-3,30.85e-3,23.63e-3,8.733e-3,17.18e-3,1.353e-3,30.85e-3,17.04e-3,29.48e-3,10.54e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=0",,,,,,,,,,,,,,,,
145,base_setup,b0,15.46e-3,,,,6.539e-3,25.67e-3,16.11e-3,17.2e-3,6.539e-3,11.88e-3,25.67e-3,24.62e-3,13.83e-3,18.49e-3
145,base_setup,b1,62.87e-3,,,,47.51e-3,78.45e-3,61.28e-3,47.51e-3,63.01e-3,53.14e-3,78.45e-3,60.76e-3,76.91e-3,63.24e-3
145,base_setup,b2,-35.38e-3,,,,-45.29e-3,-31.73e-3,-33.71e-3,-31.73e-3,-32.26e-3,-33.91e-3,-45.29e-3,-39.85e-3,-39.71e-3,-39.39e-3
145,base_setup,b3,13.44e-3,,,,1.669e-3,26.86e-3,21.68e-3,19.61e-3,26.86e-3,25.57e-3,3.436e-3,1.669e-3,7.116e-3,5.59e-3
145,base_setup,b4,-39.21e-3,,,,-46.16e-3,-32.06e-3,-45.83e-3,-39.02e-3,-36.08e-3,-32.06e-3,-46.16e-3,-39.38e-3,-36.08e-3,-32.94e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=0, ch7=1.8",,,,,,,,,,,,,,,,
146,base_setup,b0,54.7e-3,,,,46.56e-3,68.09e-3,57.86e-3,54.32e-3,48.32e-3,46.56e-3,68.09e-3,62.57e-3,54.37e-3,52.6e-3
146,base_setup,b1,65.8e-3,,,,50.06e-3,82.85e-3,56.12e-3,50.06e-3,59.42e-3,59.02e-3,80.68e-3,70.19e-3,82.85e-3,75.86e-3
146,base_setup,b2,-136.7e-3,,,,-162.3e-3,-123.1e-3,-134.2e-3,-126e-3,-125.9e-3,-123.1e-3,-162.3e-3,-148.6e-3,-148e-3,-142.2e-3
146,base_setup,b3,-67.16e-3,,,,-78.77e-3,-55.67e-3,-57.35e-3,-62.58e-3,-55.67e-3,-64.14e-3,-77.59e-3,-78.77e-3,-72.42e-3,-78.63e-3
146,base_setup,b4,8.227e-3,,,,-3.032e-3,22.07e-3,-3.032e-3,7.954e-3,5.9e-3,15.66e-3,3.551e-3,14.48e-3,13.33e-3,22.07e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=0",,,,,,,,,,,,,,,,
147,base_setup,b0,-10.58e-3,,,,-15.54e-3,-2.89e-3,-9.276e-3,-6.709e-3,-15.54e-3,-11.55e-3,-4.449e-3,-2.89e-3,-12.48e-3,-8.792e-3
147,base_setup,b1,24.47e-3,,,,14.37e-3,34.5e-3,22.42e-3,14.37e-3,28.76e-3,22.08e-3,32.66e-3,19.98e-3,34.5e-3,25.19e-3
147,base_setup,b2,10.98e-3,,,,1.067e-3,18.42e-3,17.32e-3,10.22e-3,18.42e-3,8.58e-3,4.771e-3,1.067e-3,10.17e-3,1.225e-3
147,base_setup,b3,84.33e-3,,,,75.06e-3,94.11e-3,85.25e-3,75.06e-3,83.67e-3,77.91e-3,92.16e-3,83.59e-3,94.11e-3,83.52e-3
147,base_setup,b4,-52.28e-3,,,,-56.12e-3,-44.12e-3,-50.91e-3,-50.76e-3,-44.12e-3,-50.32e-3,-54.41e-3,-56.12e-3,-51.24e-3,-54.89e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=0, ch6=1.8, ch7=1.8",,,,,,,,,,,,,,,,
148,base_setup,b0,27.45e-3,,,,21.59e-3,37.47e-3,31.45e-3,29.32e-3,24.57e-3,21.59e-3,37.47e-3,34.39e-3,26.75e-3,24.1e-3
148,base_setup,b1,28.8e-3,,,,17.92e-3,41.18e-3,17.92e-3,18.85e-3,27.5e-3,30.5e-3,36.49e-3,30.95e-3,41.18e-3,39.83e-3
148,base_setup,b2,-92.2e-3,,,,-113.2e-3,-78.52e-3,-84.73e-3,-86.01e-3,-78.52e-3,-83.77e-3,-113.2e-3,-108.3e-3,-99.74e-3,-103.4e-3
148,base_setup,b3,4.261e-3,,,,-8.894e-3,14.37e-3,5.39e-3,-5.986e-3,3.186e-3,-8.894e-3,10.42e-3,2.73e-3,14.37e-3,1.181e-3
148,base_setup,b4,-4.455e-3,,,,-8.211e-3,715.3e-6,-8.211e-3,-3.868e-3,-1.933e-3,-2.241e-3,-7.145e-3,-2.638e-3,-867e-6,715.3e-6
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=0",,,,,,,,,,,,,,,,
149,base_setup,b0,8.503e-3,,,,936.3e-6,17.47e-3,9.381e-3,13.75e-3,936.3e-6,10.1e-3,15.4e-3,17.47e-3,3.185e-3,12.52e-3
149,base_setup,b1,53.1e-3,,,,40.41e-3,65.03e-3,48.79e-3,40.41e-3,53.73e-3,46.9e-3,59.52e-3,51.11e-3,65.03e-3,56.07e-3
149,base_setup,b2,-11.64e-3,,,,-21.65e-3,-5.317e-3,-5.619e-3,-13.28e-3,-5.317e-3,-15.58e-3,-16.25e-3,-20.91e-3,-12.52e-3,-21.65e-3
149,base_setup,b3,-43.76e-3,,,,-65.44e-3,-20.45e-3,-35.75e-3,-25.17e-3,-29.46e-3,-20.45e-3,-65.44e-3,-53.39e-3,-59.96e-3,-49.51e-3
149,base_setup,b4,-48.65e-3,,,,-51.52e-3,-44.24e-3,-47.33e-3,-47.09e-3,-44.24e-3,-44.87e-3,-50.05e-3,-51.52e-3,-47.6e-3,-50.93e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=0, ch7=1.8",,,,,,,,,,,,,,,,
150,base_setup,b0,47.45e-3,,,,42.27e-3,57.65e-3,50.84e-3,50.78e-3,42.27e-3,44.81e-3,57.65e-3,55.29e-3,43.19e-3,46.5e-3
150,base_setup,b1,55.96e-3,,,,42.85e-3,71.02e-3,43.64e-3,42.85e-3,50.19e-3,52.75e-3,60.05e-3,60.09e-3,71.02e-3,68.56e-3
150,base_setup,b2,-114.4e-3,,,,-134.9e-3,-100.8e-3,-107.5e-3,-108.7e-3,-100.8e-3,-106.4e-3,-134.9e-3,-130.6e-3,-122.2e-3,-125.7e-3
150,base_setup,b3,-126e-3,,,,-145e-3,-108.3e-3,-116.2e-3,-108.3e-3,-114.2e-3,-111.9e-3,-145e-3,-134.2e-3,-142e-3,-135.5e-3
150,base_setup,b4,-680.9e-6,,,,-4.38e-3,5.107e-3,-4.38e-3,605.7e-6,-1.955e-3,3.502e-3,680.8e-6,3.363e-3,2.231e-3,5.107e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=0",,,,,,,,,,,,,,,,
151,base_setup,b0,-17.63e-3,,,,-23.14e-3,-10.11e-3,-16.08e-3,-10.33e-3,-21.31e-3,-13.59e-3,-14.84e-3,-10.11e-3,-23.14e-3,-14.86e-3
151,base_setup,b1,12.85e-3,,,,5.958e-3,20.2e-3,8.122e-3,5.958e-3,17.58e-3,14.73e-3,13.1e-3,8.895e-3,20.2e-3,16.46e-3
151,base_setup,b2,32.56e-3,,,,17.46e-3,42.58e-3,42.58e-3,26.92e-3,42.54e-3,25.2e-3,32.34e-3,18.64e-3,34.9e-3,17.46e-3
151,base_setup,b3,19.57e-3,,,,17.15e-3,26.15e-3,20.7e-3,24.04e-3,19.63e-3,26.15e-3,23.37e-3,21.95e-3,17.15e-3,21.44e-3
151,base_setup,b4,-62.63e-3,,,,-74.5e-3,-52.7e-3,-52.7e-3,-60.62e-3,-54.45e-3,-65.63e-3,-62.62e-3,-69.51e-3,-62.11e-3,-74.5e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=0, ch5=1.8, ch6=1.8, ch7=1.8",,,,,,,,,,,,,,,,
152,base_setup,b0,20.15e-3,,,,15.62e-3,27.05e-3,24.39e-3,25.62e-3,18.38e-3,19.59e-3,26.93e-3,27.05e-3,15.62e-3,17.93e-3
152,base_setup,b1,17.01e-3,,,,3.562e-3,30.9e-3,3.562e-3,10.34e-3,16.19e-3,23.11e-3,15.98e-3,19.5e-3,26.6e-3,30.9e-3
152,base_setup,b2,-72.12e-3,,,,-91.69e-3,-56.32e-3,-60.93e-3,-70.5e-3,-56.32e-3,-68.63e-3,-86.79e-3,-91.69e-3,-76.68e-3,-88.36e-3
152,base_setup,b3,-61.39e-3,,,,-63.55e-3,-57.73e-3,-59.9e-3,-57.73e-3,-62.39e-3,-62.2e-3,-57.99e-3,-58.87e-3,-63.55e-3,-62.07e-3
152,base_setup,b4,-14.08e-3,,,,-17.68e-3,-9.51e-3,-9.51e-3,-12.76e-3,-11.93e-3,-16.77e-3,-12.57e-3,-14.62e-3,-11.39e-3,-17.68e-3
"Parameters: ch0=1.8, ch1=0, ch2=0, ch3=1.8, ch4=1.8, ch5=0, ch6=0, ch7=0",,,,,,,,,,,,,,,,
153,base_setup,b0,41.97e-3,,,,31.17e-3,60.23e-3,42.57e-3,35.23e-3,33.85e-3,31.17e-3,60.23e-3,48.69e-3,48.51e-3,43.38e-3
