0.04981,-0.01104,0.06837,0.0553,0.03906,0.03394,-0.01104,0.06837,0.04818,0.05747,0.01614,,,,,,
-0.001415,-0.01709,0.03141,-0.01709,0.01237,-0.002017,0.03141,-0.01348,0.01982,-0.002217,0.02886,,,,,,
-0.02488,-0.05293,0.01973,-0.05293,-0.009986,0.01973,-0.01682,-0.02237,-0.0203,-0.01997,-0.02109,,,,,,
-0.07184,-0.07298,0.0385,-0.07298,-0.03839,-0.05961,0.0385,-0.06594,-0.04376,-0.07002,0.0102,,,,,,
0.009985,-0.01091,0.02625,0.0178,0.00574,-0.006116,0.01108,-0.005354,0.01582,-0.01091,0.02625,,,,,,
0.03528,0.028,0.04452,0.03865,0.04036,0.028,0.03121,0.04393,0.04452,0.03122,0.0339,,,,,,
0.04627,0.03539,0.0586,0.03539,0.03761,0.0421,0.04846,0.04997,0.04992,0.05584,0.0586,,,,,,
-0.1198,-0.1401,-0.108,-0.1172,-0.1147,-0.108,-0.1106,-0.1401,-0.1331,-0.125,-0.1258,,,,,,
-0.05964,-0.07512,-0.04724,-0.04755,-0.05805,-0.04724,-0.06054,-0.06577,-0.07374,-0.06261,-0.07512,,,,,,
0.018,0.008286,0.02945,0.008286,0.01456,0.0164,0.02137,0.01423,0.02241,0.02539,0.02945,,,,,,
-0.02856,-0.03394,-0.01968,-0.02722,-0.01968,-0.03394,-0.02553,-0.02765,-0.02,-0.03381,-0.02604,,,,,,
0.004712,-0.0009834,0.01092,0.001604,0.001663,0.01036,0.01092,-0.0009834,-0.0004886,0.007527,0.007577,,,,,,
0.02894,0.01783,0.03677,0.03493,0.02228,0.03677,0.0218,0.02825,0.01783,0.03438,0.0188,,,,,,
0.09239,0.08001,0.1046,0.09551,0.08001,0.09286,0.08175,0.103,0.08903,0.1046,0.08724,,,,,,
-0.04192,-0.04749,-0.03332,-0.039,-0.04361,-0.03332,-0.04415,-0.04192,-0.04749,-0.03889,-0.04688,,,,,,
0.008516,0.00424,0.01663,0.0128,0.01563,0.004832,0.006558,0.01374,0.01663,0.00424,0.005806,,,,,,
0.009907,-0.002393,0.02328,-0.002393,0.006914,0.01044,0.02026,0.003138,0.0113,0.01512,0.02328,,,,,,
-0.07642,-0.09342,-0.06212,-0.06925,-0.07538,-0.06212,-0.0721,-0.09251,-0.09342,-0.07839,-0.08787,,,,,,
0.01242,-0.004969,0.02503,0.01584,-0.0009788,0.0125,-0.004969,0.02153,0.008176,0.02503,0.00495,,,,,,
0.005402,0.002995,0.01081,0.003178,0.002995,0.008467,0.0037,0.00547,0.005659,0.01081,0.008324,,,,,,
-0.009237,-0.0179,0.0009935,-0.008507,0.0009935,-0.01716,-0.003702,-0.008053,0.0006078,-0.0179,-0.004492,,,,,,
0.03203,0.02635,0.03697,0.02713,0.02635,0.0342,0.03467,0.02788,0.02932,0.03697,0.03692,,,,,,
0.007491,-0.003319,0.01436,0.01353,-0.0004724,0.01436,-0.001597,0.009263,-0.003319,0.01325,-0.003218,,,,,,
-0.03649,-0.05381,-0.017,-0.02625,-0.02087,-0.02133,-0.017,-0.05381,-0.04857,-0.05038,-0.04607,,,,,,
-0.03815,-0.043,-0.03352,-0.03485,-0.0403,-0.03352,-0.03904,-0.03767,-0.04286,-0.0342,-0.043,,,,,,
0.02875,0.0209,0.0378,0.03225,0.03732,0.02284,0.02996,0.03366,0.0378,0.0209,0.02846,,,,,,
0.03554,0.02228,0.05035,0.02228,0.02956,0.03166,0.04142,0.03025,0.03922,0.04314,0.05035,,,,,,
-0.0976,-0.1148,-0.08326,-0.09063,-0.09743,-0.08326,-0.09402,-0.1122,-0.1148,-0.09951,-0.1094,,,,,,
-0.1185,-0.1337,-0.1039,-0.1064,-0.1039,-0.1058,-0.1083,-0.1337,-0.1294,-0.132,-0.1319,,,,,,
0.009332,0.007096,0.01506,0.007454,0.007096,0.008531,0.009136,0.01242,0.01158,0.01506,0.01267,,,,,,
-0.03495,-0.0437,-0.02283,-0.03345,-0.02283,-0.03893,-0.02711,-0.03782,-0.0267,-0.0437,-0.03152,,,,,,
-0.007893,-0.02044,0.002738,-0.0136,-0.007681,-0.001971,0.002738,-0.02044,-0.01246,-0.007694,-0.002155,,,,,,
0.05042,0.03487,0.06058,0.06004,0.03902,0.06058,0.03824,0.05634,0.03565,0.05887,0.03487,,,,,,
0.02781,0.02524,0.03578,0.03151,0.02899,0.0287,0.02999,0.03578,0.02749,0.02795,0.02524,,,,,,
-0.05191,-0.06614,-0.04029,-0.04029,-0.0535,-0.04346,-0.05944,-0.04999,-0.06058,-0.04877,-0.06614,,,,,,
0.001923,-0.006053,0.01244,0.006338,0.01244,-0.0004957,0.005066,0.003416,0.009841,-0.006053,0.000304,,,,,,
-0.002934,-0.01776,0.01336,-0.01776,-0.002505,-0.002061,0.01208,-0.0168,-0.001035,-0.000655,0.01336,,,,,,
-0.05642,-0.07651,-0.04022,-0.04557,-0.05983,-0.04022,-0.05712,-0.06552,-0.07651,-0.05556,-0.07302,,,,,,
-0.053,-0.05826,-0.04584,-0.04895,-0.0527,-0.05305,-0.05826,-0.04584,-0.05334,-0.05247,-0.05818,,,,,,
-0.003877,-0.01079,0.002247,0.002247,-0.00595,-0.001255,-0.01079,-0.0003833,-0.006114,0.001298,-0.00972,,,,,,
0.02449,0.01605,0.03697,0.0247,0.02296,0.01605,0.01815,0.03697,0.03221,0.02751,0.02698,,,,,,
0.03559,0.02837,0.04151,0.03495,0.02837,0.03633,0.03336,0.04042,0.03312,0.04151,0.03612,,,,,,
-0.01686,-0.02341,-0.01414,-0.01823,-0.01903,-0.01414,-0.01862,-0.02341,-0.02188,-0.0154,-0.01862,,,,,,
0.01355,0.0002332,0.02614,0.02488,0.01787,0.02614,0.02048,0.008203,0.0002332,0.00881,0.0007348,,,,,,
-0.006743,-0.01676,0.005555,-0.01217,-0.01676,-0.007075,-0.01379,-0.006143,-0.007016,0.005555,-0.003905,,,,,,
0.06411,0.05326,0.07952,0.06688,0.06031,0.05859,0.05326,0.07952,0.07022,0.06873,0.06142,,,,,,
0.03932,0.03014,0.04996,0.03014,0.03186,0.03415,0.04056,0.04364,0.04349,0.04787,0.04996,,,,,,
-0.1204,-0.1431,-0.1096,-0.1209,-0.1148,-0.1098,-0.1096,-0.1431,-0.1325,-0.1266,-0.1237,,,,,,
-0.06705,-0.08363,-0.05403,-0.05403,-0.06436,-0.05647,-0.0694,-0.07284,-0.08021,-0.07063,-0.08363,,,,,,
0.03911,0.02889,0.05276,0.02889,0.02927,0.03399,0.03326,0.04305,0.04565,0.05276,0.04974,,,,,,
-0.00135,-0.005926,0.007639,-0.0002613,-0.0008073,-0.005926,-0.005277,0.007639,0.004936,0.001471,-0.0002673,,,,,,
-0.00283,-0.007437,0.002326,-0.004195,-0.004508,0.001569,0.002326,-0.007437,-0.007344,-0.001228,-0.001711,,,,,,
0.02826,0.01835,0.03512,0.0315,0.0222,0.03512,0.0228,0.02515,0.01835,0.03284,0.02073,,,,,,
0.08433,0.07226,0.09672,0.08858,0.0731,0.08268,0.07226,0.09672,0.08198,0.09571,0.07806,,,,,,
-0.01963,-0.03132,-0.01045,-0.01708,-0.02782,-0.01526,-0.03132,-0.01094,-0.02284,-0.01045,-0.02523,,,,,,
0.03702,0.02828,0.04962,0.04083,0.03544,0.03491,0.02828,0.04962,0.04225,0.04129,0.03292,,,,,,
0.00249,-0.008171,0.0143,-0.008171,0.0009486,0.00204,0.01216,-0.003503,0.004481,0.006382,0.0143,,,,,,
-0.07702,-0.09542,-0.06365,-0.07251,-0.07545,-0.06365,-0.07116,-0.09542,-0.09288,-0.07981,-0.08603,,,,,,
0.004288,-0.01469,0.01611,0.008845,-0.007975,0.002171,-0.01469,0.01506,0.001136,0.01611,-0.004366,,,,,,
0.02667,0.01603,0.03812,0.02416,0.01819,0.02582,0.01603,0.03812,0.02978,0.03765,0.02901,,,,,,
0.01753,0.01034,0.02636,0.01789,0.01955,0.01034,0.01634,0.02636,0.02514,0.01677,0.02105,,,,,,
0.02377,0.01935,0.02754,0.02083,0.01935,0.02486,0.02516,0.02137,0.0217,0.02754,0.02659,,,,,,
0.006774,-0.002831,0.01263,0.009982,-0.0005641,0.01263,-0.0005729,0.006022,-0.002831,0.01165,-0.001271,,,,,,
-0.04354,-0.06079,-0.02539,-0.03248,-0.02681,-0.02997,-0.02539,-0.06079,-0.05474,-0.05806,-0.05422,,,,,,
-0.01583,-0.02679,-0.004423,-0.01239,-0.02533,-0.01514,-0.02679,-0.007227,-0.01906,-0.004423,-0.02192,,,,,,
0.05684,0.05148,0.0687,0.05976,0.05681,0.05241,0.05148,0.0687,0.06302,0.0574,0.05535,,,,,,
0.02738,0.016,0.0403,0.016,0.02278,0.02265,0.03241,0.02351,0.03163,0.03368,0.0403,,,,,,
-0.09824,-0.1153,-0.08487,-0.09401,-0.09751,-0.08487,-0.09305,-0.1153,-0.1143,-0.101,-0.1076,,,,,,
-0.1258,-0.1406,-0.11,-0.1128,-0.11,-0.1148,-0.117,-0.1406,-0.1356,-0.14,-0.1403,,,,,,
0.0306,0.02097,0.04349,0.02874,0.0214,0.02647,0.02097,0.04145,0.03432,0.04349,0.03279,,,,,,
-0.008423,-0.01182,-0.002245,-0.007178,-0.004418,-0.01182,-0.00736,-0.00313,-0.002245,-0.009299,-0.006329,,,,,,
-0.01664,-0.02694,-0.007064,-0.02035,-0.01494,-0.01186,-0.007064,-0.02694,-0.02046,-0.01788,-0.01291,,,,,,
0.04975,0.03606,0.05904,0.05688,0.03893,0.05904,0.03914,0.05327,0.03606,0.05742,0.03661,,,,,,
0.01964,0.01599,0.0283,0.02415,0.02211,0.01886,0.02058,0.0283,0.02034,0.01889,0.01599,,,,,,
-0.02934,-0.04647,-0.01799,-0.01799,-0.03793,-0.02468,-0.04647,-0.01878,-0.03627,-0.01944,-0.04432,,,,,,
0.02967,0.02622,0.03867,0.03363,0.03174,0.02857,0.02622,0.03867,0.03495,0.02999,0.02676,,,,,,
-0.01158,-0.02451,0.002901,-0.02451,-0.009538,-0.01158,0.002816,-0.02329,-0.008999,-0.01092,0.002901,,,,,,
-0.05701,-0.07608,-0.04164,-0.04855,-0.0599,-0.04164,-0.05628,-0.0684,-0.07608,-0.05689,-0.07137,,,,,,
-0.06131,-0.06795,-0.05323,-0.05635,-0.05969,-0.06321,-0.06795,-0.05323,-0.06046,-0.06166,-0.06764,,,,,,
0.01761,0.001713,0.03051,0.02338,0.008959,0.01697,0.001713,0.03051,0.01733,0.0291,0.0111,,,,,,
0.02131,0.01179,0.03705,0.02196,0.01976,0.01179,0.0142,0.03705,0.0302,0.02428,0.02352,,,,,,
0.06078,0.04652,0.07358,0.05899,0.04652,0.06077,0.05219,0.07358,0.0586,0.07335,0.06145,,,,,,
-0.03241,-0.03945,-0.02978,-0.0307,-0.03043,-0.02978,-0.03281,-0.03945,-0.03684,-0.03421,-0.03669,,,,,,
0.016,0.004444,0.02879,0.02424,0.02076,0.02879,0.02642,0.009052,0.004444,0.0116,0.007817,,,,,,
-0.03934,-0.04652,-0.03187,-0.04615,-0.03891,-0.03653,-0.03187,-0.04652,-0.03929,-0.03678,-0.03265,,,,,,
0.06085,0.04907,0.07967,0.06395,0.05701,0.05397,0.04907,0.07967,0.06833,0.06538,0.05793,,,,,,
0.06374,0.04909,0.07932,0.05386,0.04909,0.05725,0.0581,0.0757,0.06805,0.07932,0.07412,,,,,,
-0.134,-0.1569,-0.1221,-0.1314,-0.1248,-0.1236,-0.1221,-0.1569,-0.1458,-0.1428,-0.1397,,,,,,
-0.06454,-0.07635,-0.05371,-0.05472,-0.06142,-0.05371,-0.0633,-0.07202,-0.07597,-0.06778,-0.07635,,,,,,
0.0081,-0.003338,0.02235,-0.003338,0.008051,0.005463,0.01585,0.003174,0.01456,0.01266,0.02235,,,,,,
-0.004806,-0.01037,0.007013,-0.003449,-0.004175,-0.01037,-0.009271,0.007013,0.002659,-0.002152,-0.003849,,,,,,
0.02221,0.0133,0.03064,0.01994,0.0133,0.0263,0.02105,0.02748,0.0177,0.03064,0.02327,,,,,,
0.0137,0.003705,0.02067,0.02006,0.01141,0.02067,0.009578,0.01032,0.003878,0.01521,0.003705,,,,,,
0.08708,0.07629,0.099,0.08799,0.07629,0.08573,0.07876,0.0973,0.08658,0.099,0.08586,,,,,,
-0.05239,-0.056,-0.04454,-0.05123,-0.05064,-0.04454,-0.05011,-0.05471,-0.056,-0.05195,-0.05457,,,,,,
0.03351,0.02405,0.04912,0.0375,0.03198,0.03012,0.02405,0.04912,0.04011,0.0376,0.02932,,,,,,
0.02657,0.01547,0.03795,0.01547,0.01781,0.02511,0.02949,0.03122,0.0287,0.03735,0.03795,,,,,,
-0.08969,-0.108,-0.07647,-0.08221,-0.08492,-0.07647,-0.08286,-0.108,-0.1057,-0.09508,-0.1011,,,,,,
0.00706,-0.008049,0.01936,0.008191,-0.004746,0.005278,-0.008049,0.01567,0.005729,0.01936,0.003554,,,,,,
-0.004575,-0.008516,0.001013,-0.008516,-0.003757,-0.002344,-0.002035,-0.007483,-0.00254,-0.001535,0.001013,,,,,,
0.0142,0.006017,0.02665,0.0151,0.01624,0.006017,0.01235,0.02665,0.02294,0.01338,0.01741,,,,,,
0.05059,0.03917,0.06085,0.04607,0.03917,0.05111,0.04574,0.05428,0.04856,0.06085,0.05391,,,,,,
-0.008813,-0.0191,-0.002733,-0.002733,-0.01206,-0.002942,-0.01454,-0.01048,-0.01806,-0.007291,-0.0191,,,,,,
-0.04116,-0.05996,-0.01951,-0.0332,-0.02399,-0.02744,-0.01951,-0.05996,-0.05066,-0.0554,-0.04719,,,,,,
-0.04871,-0.05136,-0.04461,-0.04762,-0.04696,-0.04461,-0.04466,-0.05041,-0.05136,-0.04816,-0.05058,,,,,,
0.05343,0.04724,0.06909,0.0568,0.0534,0.04773,0.04724,0.06909,0.06093,0.05392,0.05168,,,,,,
0.05347,0.04093,0.06683,0.04093,0.04164,0.04764,0.05162,0.05477,0.05756,0.06683,0.06645,,,,,,
-0.1118,-0.1296,-0.09867,-0.1048,-0.1076,-0.09867,-0.1054,-0.1296,-0.1279,-0.1174,-0.1233,,,,,,
-0.1234,-0.1397,-0.1071,-0.1136,-0.1071,-0.1121,-0.1109,-0.1397,-0.1315,-0.1372,-0.1331,,,,,,
-0.0007421,-0.004658,0.005441,-0.004658,0.0007293,-0.002318,0.00371,0.0003345,0.00351,0.001695,0.005441,,,,,,
-0.012,-0.01631,-0.003536,-0.01039,-0.007865,-0.01631,-0.01138,-0.003536,-0.004685,-0.01305,-0.01005,,,,,,
0.01016,0.004637,0.0157,0.005217,0.004637,0.01471,0.01347,0.007717,0.006236,0.0157,0.01415,,,,,,
0.03514,0.01978,0.04517,0.04517,0.02804,0.04468,0.02614,0.03773,0.02128,0.03966,0.01978,,,,,,
0.02241,0.02177,0.02927,0.02356,0.02532,0.02177,0.02709,0.02927,0.02503,0.02218,0.0239,,,,,,
-0.06268,-0.07411,-0.05299,-0.05299,-0.06047,-0.05478,-0.06538,-0.06294,-0.06934,-0.06267,-0.07411,,,,,,
0.02604,0.02196,0.03842,0.03029,0.0282,0.02374,0.02196,0.03842,0.03264,0.0262,0.02301,,,,,,
